Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,prot__0,prot__6,prot__17,target
10969,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41480.53606,638.1620932,1828.166667,4054.843495,10097.0,22.0,523.0,261.5,306.1772363,478.0,45.0,10513.0,3504.333333,5712.159778,10097.0,31.0,0,0,0,0,72,92,273.4980399,364.6640532,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,5
12230244,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163529035,12200000.0,0.0,12200000.0,12200000.0,12200000.0,12200000.0,0.0,12200000.0,12200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.163529035,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,12200000.0,0.0,12200000.0,12200000.0,0,1,0,6
4160553,5,3,935,324,935,0,187,418.1447118,324,0,108,187.0614872,302.6040048,1.922821317,594364.7143,1520300.898,4041716,8,4160553,1040138.25,2001253.007,4041724,26,60156,30078,7625.439528,35470,24686,0,0,0,0,168,104,1.201763323,0.721057994,0,935,139.8888889,316.836095,100385.1111,0,0,0,0,1,0,0,0,0,157.375,187,108,0,0,0,0,0,0,5,935,3,324,219,211,1,32,0,0,0,0,0,0,0,0,0,1,0,0
4182509,4,5,324,935,324,0,81,162,935,0,187,418.1447118,301.0154909,2.151818442,522813.625,1441525.871,4090195,8,4148762,1382920.667,2344587.613,4090204,21945,4182500,1045625,2029860.163,4090203,68,0,0,0,0,136,168,0.956363752,1.19545469,0,935,125.9,301.9736743,91188.1,0,0,0,0,1,1,0,0,1,139.8888889,81,187,0,0,0,0,0,0,4,324,5,935,225,219,1,32,0,0,0,0,0,0,0,0,0,1,0,2
29267,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.33635152,29267.0,0.0,29267.0,29267.0,29267.0,29267.0,0.0,29267.0,29267.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,68.33635152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6
2692,2,0,0,0,0,0,0,0,0,0,0,0,0,742.9420505,2692,0,2692,2692,2692,2692,0,2692,2692,0,0,0,0,0,0,0,0,0,64,0,742.9420505,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,0,1,0,2
13,1,1,0,0,0,0,0,0,0,0,0,0,0,153846.1538,13,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,76923.07692,76923.07692,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,0,1,0,2
198639,8,7,549,3932,198,0,68.625,89.44421645,1460,0,561.7142857,656.4248407,22558.51067,75.5138719,14188.5,16575.53988,36262,2,198639,28377,23722.4229,69427,18,166281,27713.5,31581.33488,68850,2,0,0,0,0,172,152,40.27406501,35.23980689,0,1460,280.0625,492.1205095,242182.5958,0,0,1,1,0,0,0,1,0,298.7333333,68.625,561.7142857,0,0,0,0,0,0,8,549,7,3932,8192,980,4,20,0,0,0,0,0,0,0,0,0,1,0,4
376791,22,22,1944,2665,640,0,88.3636363636,137.8690011274,976,0,121.1363636364,258.6415602914,12232.2454623385,116.7756130056,8762.5813953488,18754.2822706513,95795,4,375873,17898.7142857143,26618.4390266275,95795,218,376780,17941.9047619048,40319.6260063319,176051,7,0,0,0,0,712,712,58.3878065028,58.3878065028,0,976,102.4222222222,203.7441007388,41511.6585858586,0,0,0,1,0,0,0,0,1,104.75,88.3636363636,121.1363636364,0,0,0,0,0,0,22,1944,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
261,1,1,0,0,0,0,0,0,0,0,0,0,0,7662.835249,261,0,261,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,3831.417625,3831.417625,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0,0,0,0,0,0,0,0,0,1,0,4
357,1,1,42,58,42,42,42,0,58,58,58,0,280112.0448,5602.240896,357,0,357,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2801.120448,2801.120448,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71,42,58,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0,0,0,0,0,0,0,0,0,0,1,4
484,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4132.231405,484.0,0.0,484.0,484.0,484.0,484.0,0.0,484.0,484.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4132.231405,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,5
98875018,10,9,1110,1039,288,0,111,131.605471,325,0,115.4444444,157.7086801,21.73450932,0.192161785,5493056.556,10100000,34600000,3,98900000,11000000,12200000,34600000,162827,98700000,12300000,12400000,34900000,3,1,0,0,0,200,180,0.101137782,0.091024004,0,325,113.6,136.6984388,18686.46316,0,1,0,0,1,0,0,0,0,119.5789474,111,115.4444444,0,0,0,0,0,0,10,1110,9,1039,255,351,4,20,646126.6,1017682.994,2461428,82033,19100000,10500000,34600000,6251996,0,1,0,4
356,1,1,45.0,61.0,45.0,45.0,45.0,0.0,61.0,61.0,61.0,0.0,297752.80898876407,5617.977528089888,356.0,0.0,356.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2808.988764044944,2808.988764044944,45.0,61.0,50.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,75.5,45.0,61.0,0,0,0,0,0,0,1,45,1,61,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
56702793,153,104,54995,72487,646,0,359.4444444444,271.4171844443,1068,0,696.9903846154,368.2323689962,2248.2490412774,4.5324046031,221495.28515625,415563.88609196,1096113,7,56701085,373033.453947368,484573.864844206,1096113,354,56702786,550512.485436893,557429.352033377,1159746,32,0,0,0,0,3072,2092,2.6982797831,1.8341248199,0,1068,494.1162790698,355.4094395131,126315.86969505,0,0,1,1,0,0,0,1,0,496.0389105058,359.4444444444,696.9903846154,0,0,0,0,0,0,153,54995,104,72487,8192,1228,101,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
104973,5,0,0,0,0,0,0,0,0,0,0,0,0,47.63129567,26243.25,43682.43853,91498,219,104973,26243.25,43682.43853,91498,219,0,0,0,0,0,0,0,0,0,0,0,47.63129567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
4018188,11,7,1148.0,1581.0,677.0,0.0,104.36363636363636,202.2944748268092,1173.0,0.0,225.8571428571429,430.0986044197418,679.1618510632155,4.479631117309593,236364.00000000003,550829.563267305,2148857.0,2.0,4018188.0,401818.8000000001,698634.4611198176,2148857.0,2.0,3977836.0,662972.6666666666,848053.8575082757,2225854.0,23805.0,0,0,0,0,232,152,2.7375523494669736,1.7420787678426195,0.0,1173.0,143.6315789473684,298.5202785827894,89114.3567251462,0,0,1,1,0,0,0,1,0.0,151.61111111111111,104.36363636363636,225.8571428571429,0,0,0,0,0,0,11,1148,7,1581,8192,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
61105740,203,104,56330,190007,680,0,277.4876847291,292.8687801257,1935,0,1826.9903846154,320.5061378081,4031.3234075882,5.0240779344,199691.960784314,373883.815279391,1625350,24,61103544,302492.792079208,425287.745013026,1625350,363,61105716,593259.378640777,430506.351992607,1627931,29,0,0,0,0,4072,2092,3.3221101651,1.7019677693,0,1935,799.7954545455,794.2365480014,630811.694181226,0,0,1,1,0,0,0,1,0,802.4006514658,277.4876847291,1826.9903846154,0,0,0,0,0,0,203,56330,104,190007,8192,1284,101,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
385148,24,20,1944,2665,640,0,81.0,134.0797945417,976,0,133.25,268.7712537496,11966.8283361201,114.2417979582,8956.9302325581,19765.3216872324,109472,4,385006,16739.3913043478,27574.4552566965,109472,191,385141,20270.5789473684,37285.3694024819,150081,8,0,0,0,0,776,648,62.3137079772,51.928089981,0,976,102.4222222222,203.7441007388,41511.6585858586,0,0,0,1,0,0,0,0,0,104.75,81.0,133.25,0,0,0,0,0,0,24,1944,20,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
384187,22,22,1912,2665,640,0,86.9090909091,137.6880217811,976,0,121.1363636364,258.6415602914,11913.4692220195,114.5275607972,8934.5813953488,23526.2225918154,136760,5,381085,18146.9047619048,31493.2080358682,136760,232,384179,18294.2380952381,41682.7890512436,176066,11,0,0,0,0,712,712,57.2637803986,57.2637803986,0,976,101.7111111111,203.7371995112,41508.8464646465,0,0,0,1,0,0,0,0,1,104.0227272727,86.9090909091,121.1363636364,0,0,0,0,0,0,22,1912,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
137850,7,5,350,2924,193,0,50,78.08755769,1460,0,584.8,798.9463061,23750.45339,87.05114255,12531.81818,20946.06548,60809,1,137850,22975,37816.55824,95343,108,95785,23946.25,29576.00166,60809,1,0,0,0,0,152,112,50.77983315,36.27130939,0,1460,251.8461538,539.5026793,291063.141,0,0,1,1,0,0,0,1,0,272.8333333,50,584.8,0,0,0,0,0,0,7,350,5,2924,8192,237,3,20,0,0,0,0,0,0,0,0,0,1,0,4
5008350,4,4,646,364,646,0,161.5,323.0,364,0,91.0,182.0,201.6632224186,1.5973324548,715478.571428571,1865791.75824526,4946411,18,61939,20646.3333333333,34838.5106790364,60874,381,5008325,1669441.66666667,2888833.31692404,5005179,1058,0,0,0,0,92,92,0.7986662274,0.7986662274,0,646,112.2222222222,233.5774913052,54558.4444444445,0,0,1,1,0,0,0,1,1,126.25,161.5,91.0,0,0,0,0,0,0,4,646,4,364,8192,221,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
24556461,8,9,1132,1581,661,0,141.5,222.7920235,1173,0,175.6666667,385.5612792,110.4800891,0.692282166,1534778.813,4372229.977,17000000,5,24600000,3508065.857,6397018.063,17100000,5,24500000,3059416.375,5971060.744,17000000,81945,0,0,0,0,168,188,0.325779843,0.366502323,0,1173,150.7222222,303.4809434,92100.68301,0,0,0,1,0,0,0,0,1,159.5882353,141.5,175.6666667,0,0,0,0,0,0,8,1132,9,1581,8192,62868,5,20,143604.5,26879.25007,162611,124598,11500000,7798131.975,17000000,5944695,0,1,0,4
18430029,5,1,123,46,46,0,24.6,23.27659769,46,46,46,0,9.169817367,0.325555646,3686005.8,8108478.152,18200000,17,18400000,4607507.25,9055740.769,18200000,17,0,0,0,0,0,1,0,0,0,100,20,0.271296372,0.054259274,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46,0,0,0,0,0,0,5,123,1,46,256,127,2,20,202010,0,202010,202010,18200000,0,18200000,18200000,0,1,0,4
92925,5,3,419,972,419,0,83.8,187.3824965145,972,0,324.0,561.1844616523,14969.061070756,86.0909335486,13275.0,23203.6697456818,56477,3,92925,23231.25,27962.6008610906,56835,29,56875,28437.5,39653.8411821604,56477,398,0,0,0,0,168,104,53.8068334679,32.2841000807,0,972,154.5555555556,336.4071607112,113169.777777778,0,0,0,1,0,0,0,0,0,173.875,83.8,324.0,0,0,0,0,0,0,5,419,3,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,2
350866,21,22,1912,2665,640,0,91.0476190476,139.6790879804,976,0,121.1363636364,258.6415602914,13044.8661312296,122.5539094697,8353.9523809524,23050.6714297768,109469,4,350336,17516.8,31437.4706237803,109469,371,350859,16707.5714285714,39528.5403507028,149186,14,0,0,0,0,680,712,59.8519092759,62.7020001938,0,976,104.0227272727,205.4948071133,42228.1157505285,0,0,0,1,0,0,0,0,1,106.4418604651,91.0476190476,121.1363636364,0,0,0,0,0,0,21,1912,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
153264,2,2,60.0,244.0,30.0,30.0,30.0,0.0,122.0,122.0,122.0,0.0,1983.5055851341476,26.09875769913352,51088.0,86997.24047922439,151543.0,522.0,152742.0,152742.0,0.0,152742.0,152742.0,152065.0,152065.0,0.0,152065.0,152065.0,0,0,0,0,16,16,13.04937884956676,13.04937884956676,30.0,122.0,66.8,50.39047529047529,2539.2000000000003,0,0,0,0,0,0,0,0,1.0,83.5,30.0,122.0,0,0,0,0,0,0,2,60,2,244,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
346321,5,2,150,1873,150,0,30,67.08203932,1873,0,936.5,1324.411001,5841.401474,20.21246185,57720.16667,81092.63221,193159,38,346321,86580.25,88093.15824,193159,581,132728,132728,0,132728,132728,0,0,0,0,112,52,14.43747275,5.7749891,0,1873,252.875,656.7303072,431294.6964,0,0,1,1,0,0,0,1,0,289,30,936.5,0,0,0,0,0,0,5,150,2,1873,8192,63850,1,20,0,0,0,0,0,0,0,0,0,1,0,4
1938,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.991744,1938.0,0.0,1938.0,1938.0,1938.0,1938.0,0.0,1938.0,1938.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,1031.991744,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6
66140,2,0,0,0,0,0,0,0,0,0,0,0,0,30.23888721,66140,0,66140,66140,66140,66140,0,66140,66140,0,0,0,0,0,0,0,0,0,64,0,30.23888721,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,0,1,0,2
89479007,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.5274172187,0.0670548344,17895801.4,15345085.3111059,41990148,4000847,89479007,17895801.4,15345085.3111059,41990148,4000847,0,0.0,0.0,0,0,0,0,0,0,48,0,0.0670548344,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000847.0,0.0,4000847,4000847,21369540.0,15281245.3200852,41990148,7199626,0,0,1,3
12048,3,4,373,935,373,0,124.3333333,215.3516504,935,0,233.75,467.5,108565.7371,581.0092961,2008,4523.539411,11232,5,11488,5744,7761.20403,11232,256,12043,4014.333333,6477.386845,11488,23,0,0,0,0,104,136,249.0039841,332.0053121,0,935,163.5,337.9551957,114213.7143,0,0,0,1,0,0,0,0,1,186.8571429,124.3333333,233.75,0,0,0,0,0,0,3,373,4,935,26883,219,1,32,0,0,0,0,0,0,0,0,0,1,0,2
89479770,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.5271313281,0.0670542627,17895954.0,15345114.4249944,41990277,4000414,89479770,17895954.0,15345114.4249944,41990277,4000414,0,0.0,0.0,0,0,0,0,0,0,48,0,0.0670542627,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000414.0,0.0,4000414,4000414,21369839.0,15281062.4303438,41990277,7200315,0,0,1,3
89479607,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.5271924026,0.0670543848,17895921.4,15345200.7677549,41990409,4000224,89479607,17895921.4,15345200.7677549,41990409,4000224,0,0.0,0.0,0,0,0,0,0,0,48,0,0.0670543848,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333333333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000224.0,0.0,4000224,4000224,21369845.75,15281118.3995191,41990409,7200427,0,0,1,3
2095,2,0,0,0,0,0,0,0,0,0,0,0,0,954.6539379,2095,0,2095,2095,2095,2095,0,2095,2095,0,0,0,0,0,0,0,0,0,64,0,954.6539379,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,0,1,0,2
32554,2,0,0,0,0,0,0,0,0,0,0,0,0,61.43638263,32554,0,32554,32554,32554,32554,0,32554,32554,0,0,0,0,0,0,0,0,0,64,0,61.43638263,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,0,1,0,2
36076,2,0,0,0,0,0,0,0,0,0,0,0,0,55.43851868,36076,0,36076,36076,36076,36076,0,36076,36076,0,0,0,0,0,0,0,0,0,64,0,55.43851868,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0,0,0,0,0,0,0,0,0,1,0,2
9,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,222222.222222222,9.0,0.0,9,9,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,111111.111111111,111111.111111111,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
471016,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.246140258505019,471016.0,0.0,471016.0,471016.0,471016.0,471016.0,0.0,471016.0,471016.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.246140258505019,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
3,1,1,0,0,0,0,0,0,0,0,0,0,0,666666.6667,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,333333.3333,333333.3333,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0,0,0,0,0,0,0,0,0,1,0,2
381607,24,22,1912,2665,640,0,79.6666666667,133.8339875812,976,0,121.1363636364,258.6415602914,11994.0147848441,120.5428621592,8480.1555555556,17270.3814612232,82606,5,381553,16589.2608695652,25002.6348270035,82606,261,381602,18171.5238095238,37849.7568956777,161698,8,0,0,0,0,776,712,62.8919280831,57.6509340762,0,976,97.3829787234,200.3366246652,40134.7631822387,0,0,0,1,0,0,0,0,0,99.5,79.6666666667,121.1363636364,0,0,0,0,0,0,24,1912,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
456,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4385.964912,456.0,0.0,456.0,456.0,456.0,456.0,0.0,456.0,456.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4385.964912,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,5
5005134,5,3,646,364,646,0,129.2,288.899982693,364,0,121.3333333333,210.155497985,201.7927991538,1.5983588052,715019.142857143,1862140.48215769,4937617,16,5005134,1251283.5,2457751.13402754,4937617,444,3434,1717.0,791.9595949289,2277,1157,0,0,0,0,112,72,0.9989742532,0.5993845519,0,646,112.2222222222,233.5774913052,54558.4444444445,0,0,1,1,0,0,0,1,0,126.25,129.2,121.3333333333,0,0,0,0,0,0,5,646,3,364,8192,221,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
8034,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.9419965,8034.0,0.0,8034.0,8034.0,8034.0,8034.0,0.0,8034.0,8034.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,248.9419965,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6
2664029,8,11,1132,1581,661,0,141.5,222.7920235,1173,0,143.7272727,352.1017157,1018.382307,7.132054493,148001.6111,271443.7925,1097712,51,2664029,380575.5714,445520.4522,1199887,67,2600573,260057.3,337442.2328,1097712,6887,0,0,0,0,168,228,3.002970313,4.12908418,0,1173,135.65,290.7886328,84558.02895,0,0,0,1,0,0,0,0,1,142.7894737,141.5,143.7272727,0,0,0,0,0,0,8,1132,11,1581,8192,62868,5,20,0,0,0,0,0,0,0,0,0,1,0,4
488,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4098.360656,488.0,0.0,488.0,488.0,488.0,488.0,0.0,488.0,488.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4098.360656,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,5
56862779,203,104,56083,189905,680,0,276.2709359606,291.6989844299,1935,0,1826.0096153846,320.3693104095,4325.9932828819,5.3989622983,185826.075163399,363366.472636239,1065270,18,56860549,281487.866336634,416285.352751403,1065270,427,56862756,552065.592233009,440117.469433801,1068157,44,0,0,0,0,4072,2092,3.5699978715,1.8289644268,0,1935,798.6623376623,794.0341538021,630490.237404289,0,0,1,1,0,0,0,1,0,801.2638436482,276.2709359606,1826.0096153846,0,0,0,0,0,0,203,56083,104,189905,8192,1281,101,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
233568,2,2,82.0,610.0,41.0,41.0,41.0,0.0,305.0,305.0,305.0,0.0,2962.734621180984,17.125633648444992,77856.0,100910.76299880008,191863.0,1.0,41704.0,41704.0,0.0,41704.0,41704.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,16,16,8.562816824222496,8.562816824222496,41.0,305.0,146.6,144.59875518136386,20908.8,0,0,0,0,0,0,0,0,1.0,183.25,41.0,305.0,0,0,0,0,0,0,2,82,2,610,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
149,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13422.8187919463,149.0,0.0,149,149,149,149.0,0.0,149,149,0,0.0,0.0,0,0,0,0,0,0,40,0,13422.8187919463,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,64209,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0
20798863,8,7,739,3695,387,0,92.375,142.9774583,1460,0,527.8571429,675.6193279,213.1847303,0.721193269,1485633.071,5492888.262,20600000,1,20800000,2971266.143,7796511.925,20700000,53,20800000,3458602.833,8382835.831,20600000,1,0,0,0,0,172,152,0.38463641,0.336556859,0,1460,277.125,494.7586449,244786.1167,0,0,1,1,0,0,0,1,0,295.6,92.375,527.8571429,0,0,0,0,0,0,8,739,7,3695,8192,7484,4,20,228561,0,228561,228561,20600000,0,20600000,20600000,0,1,0,4
5008416,4,4,646,364,646,0,161.5,323.0,364,0,91.0,182.0,201.6605649371,1.5973114054,715488.0,1865717.95211298,4946252,17,62164,20721.3333333333,34853.0710315939,60966,491,5008394,1669464.66666667,2888785.67169915,5005147,1193,0,0,0,0,92,92,0.7986557027,0.7986557027,0,646,112.2222222222,233.5774913052,54558.4444444445,0,0,1,1,0,0,0,1,1,126.25,161.5,91.0,0,0,0,0,0,0,4,646,4,364,8192,221,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
8,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,250000.0,8.0,0.0,8,8,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,125000.0,125000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,1
56074808,153,104,54995,72490,646,0,359.4444444444,271.4171844443,1068,0,697.0192307692,368.2632812089,2273.4808115616,4.5831632629,219042.21875,411334.542462104,1077102,8,56073197,368902.611842105,479743.908444319,1077102,305,56074800,544415.533980583,553733.553213729,1142896,33,0,0,0,0,3072,2092,2.7284979736,1.8546652893,0,1068,494.1279069767,355.4289389707,126329.730657859,0,0,1,1,0,0,0,1,0,496.0505836576,359.4444444444,697.0192307692,0,0,0,0,0,0,153,54995,104,72490,8192,1228,101,20,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0,3
